COU,Country,PER,Periods,IND,Indicator,GEN,Gender,AGE,Age Group,VAL,Value,Value,Flag Codes,Flags
AUS,Australia,TIME10,2010,RHPTIPAT,Patients reporting having spent enough time with their regular doctor during the consultation,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,86,,
AUS,Australia,TIME10,2010,RHPTIPAT,Patients reporting having spent enough time with their regular doctor during the consultation,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,87.1,,
AUS,Australia,TIME10,2010,RHPEXCLA,Patients reporting having received easy-to-understand explanations by their regular doctor,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,89.5,,
AUS,Australia,TIME10,2010,RHPEXCLA,Patients reporting having received easy-to-understand explanations by their regular doctor,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,92.5,,
AUS,Australia,TIME10,2010,RHPGOASK,Patients reporting having had the opportunity to ask questions or raise concerns to their regular doctor,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,86.4,,
AUS,Australia,TIME10,2010,RHPGOASK,Patients reporting having had the opportunity to ask questions or raise concerns to their regular doctor,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,90.1,,
AUS,Australia,TIME10,2010,RHPIPDEC,Patients reporting having been involved in decisions about care or treatment by their regular doctor,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,85,,
AUS,Australia,TIME10,2010,RHPIPDEC,Patients reporting having been involved in decisions about care or treatment by their regular doctor,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,88.8,,
CAN,Canada,TIME10,2010,COSKCOST,Consultation skipped due to costs,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,2.9,,
CAN,Canada,TIME10,2010,COSKCOST,Consultation skipped due to costs,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,5.8,,
CAN,Canada,TIME10,2010,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,3.4,,
CAN,Canada,TIME10,2010,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,6.4,,
CAN,Canada,TIME10,2010,PMSKCOST,Prescribed medicines skipped due to costs,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,7.1,,
CAN,Canada,TIME10,2010,PMSKCOST,Prescribed medicines skipped due to costs,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,11.3,,
CAN,Canada,TIME05,2005,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,43.5,,
CAN,Canada,TIME05,2005,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,52.5,,
CAN,Canada,TIME07,2007,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,44.3,,
CAN,Canada,TIME07,2007,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,51.5,,
CAN,Canada,TIME09,2009,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,44.9,,
CAN,Canada,TIME09,2009,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,52.7,,
CAN,Canada,TIME11,2011,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,48.8,,
CAN,Canada,TIME11,2011,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,58.9,,
CAN,Canada,TIME10,2010,RHPTIPAT,Patients reporting having spent enough time with their regular doctor during the consultation,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,76,,
CAN,Canada,TIME10,2010,RHPTIPAT,Patients reporting having spent enough time with their regular doctor during the consultation,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,82.4,,
CAN,Canada,TIME10,2010,RHPEXCLA,Patients reporting having received easy-to-understand explanations by their regular doctor,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,86.8,,
CAN,Canada,TIME10,2010,RHPEXCLA,Patients reporting having received easy-to-understand explanations by their regular doctor,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,92,,
CAN,Canada,TIME10,2010,RHPGOASK,Patients reporting having had the opportunity to ask questions or raise concerns to their regular doctor,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,86.1,,
CAN,Canada,TIME10,2010,RHPGOASK,Patients reporting having had the opportunity to ask questions or raise concerns to their regular doctor,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,91.1,,
CAN,Canada,TIME10,2010,RHPIPDEC,Patients reporting having been involved in decisions about care or treatment by their regular doctor,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,80.5,,
CAN,Canada,TIME10,2010,RHPIPDEC,Patients reporting having been involved in decisions about care or treatment by their regular doctor,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,86.5,,
CAN,Canada,TIME10,2010,COSKCOST,Consultation skipped due to costs,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,3,,
CAN,Canada,TIME10,2010,COSKCOST,Consultation skipped due to costs,F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,5.9,,
CAN,Canada,TIME10,2010,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,4.4,,
CAN,Canada,TIME10,2010,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,7.7,,
CAN,Canada,TIME10,2010,PMSKCOST,Prescribed medicines skipped due to costs,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,9,,
CAN,Canada,TIME10,2010,PMSKCOST,Prescribed medicines skipped due to costs,F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,13.3,,
CAN,Canada,TIME05,2005,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,53.4,,
CAN,Canada,TIME05,2005,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,60.6,,
CAN,Canada,TIME07,2007,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,54.9,,
CAN,Canada,TIME07,2007,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,60.2,,
CAN,Canada,TIME09,2009,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,56.2,,
CAN,Canada,TIME09,2009,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,61.9,,
CAN,Canada,TIME11,2011,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,52.9,,
CAN,Canada,TIME11,2011,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,60.8,,
CAN,Canada,TIME10,2010,RHPTIPAT,Patients reporting having spent enough time with their regular doctor during the consultation,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,79,,
CAN,Canada,TIME10,2010,RHPTIPAT,Patients reporting having spent enough time with their regular doctor during the consultation,F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,84.4,,
CAN,Canada,TIME10,2010,RHPEXCLA,Patients reporting having received easy-to-understand explanations by their regular doctor,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,86.9,,
CAN,Canada,TIME10,2010,RHPEXCLA,Patients reporting having received easy-to-understand explanations by their regular doctor,F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,91.6,,
CAN,Canada,TIME10,2010,RHPGOASK,Patients reporting having had the opportunity to ask questions or raise concerns to their regular doctor,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,85.7,,
CAN,Canada,TIME10,2010,RHPGOASK,Patients reporting having had the opportunity to ask questions or raise concerns to their regular doctor,F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,90.1,,
CAN,Canada,TIME10,2010,RHPIPDEC,Patients reporting having been involved in decisions about care or treatment by their regular doctor,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,84.4,,
CAN,Canada,TIME10,2010,RHPIPDEC,Patients reporting having been involved in decisions about care or treatment by their regular doctor,F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,89.2,,
CAN,Canada,TIME10,2010,COSKCOST,Consultation skipped due to costs,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,3.4,,
CAN,Canada,TIME10,2010,COSKCOST,Consultation skipped due to costs,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,5.4,,
CAN,Canada,TIME10,2010,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,4.4,,
CAN,Canada,TIME10,2010,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,6.6,,
CAN,Canada,TIME10,2010,PMSKCOST,Prescribed medicines skipped due to costs,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,8.6,,
CAN,Canada,TIME10,2010,PMSKCOST,Prescribed medicines skipped due to costs,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,11.7,,
CAN,Canada,TIME05,2005,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,49.7,,
CAN,Canada,TIME05,2005,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,55.4,,
CAN,Canada,TIME07,2007,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,50.6,,
CAN,Canada,TIME07,2007,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,55,,
CAN,Canada,TIME09,2009,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,51.5,,
CAN,Canada,TIME09,2009,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,56.3,,
CAN,Canada,TIME11,2011,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,52.1,,
CAN,Canada,TIME11,2011,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,58.5,,
CAN,Canada,TIME10,2010,RHPTIPAT,Patients reporting having spent enough time with their regular doctor during the consultation,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,78.3,,
CAN,Canada,TIME10,2010,RHPTIPAT,Patients reporting having spent enough time with their regular doctor during the consultation,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,82.5,,
CAN,Canada,TIME10,2010,RHPEXCLA,Patients reporting having received easy-to-understand explanations by their regular doctor,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,87.6,,
CAN,Canada,TIME10,2010,RHPEXCLA,Patients reporting having received easy-to-understand explanations by their regular doctor,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,91.1,,
CAN,Canada,TIME10,2010,RHPGOASK,Patients reporting having had the opportunity to ask questions or raise concerns to their regular doctor,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,86.7,,
CAN,Canada,TIME10,2010,RHPGOASK,Patients reporting having had the opportunity to ask questions or raise concerns to their regular doctor,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,89.9,,
CAN,Canada,TIME10,2010,RHPIPDEC,Patients reporting having been involved in decisions about care or treatment by their regular doctor,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,83.3,,
CAN,Canada,TIME10,2010,RHPIPDEC,Patients reporting having been involved in decisions about care or treatment by their regular doctor,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,87.1,,
FRA,France,TIME10,2010,COSKCOST,Consultation skipped due to costs,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,0.8,,
FRA,France,TIME10,2010,COSKCOST,Consultation skipped due to costs,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,4.5,,
FRA,France,TIME10,2010,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,1.8,,
FRA,France,TIME10,2010,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,6.6,,
FRA,France,TIME10,2010,PMSKCOST,Prescribed medicines skipped due to costs,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,2.7,,
FRA,France,TIME10,2010,PMSKCOST,Prescribed medicines skipped due to costs,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,6.9,,
FRA,France,TIME10,2010,RHPTIPAT,Patients reporting having spent enough time with their regular doctor during the consultation,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,81.3,,
FRA,France,TIME10,2010,RHPTIPAT,Patients reporting having spent enough time with their regular doctor during the consultation,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,89.2,,
FRA,France,TIME10,2010,RHPEXCLA,Patients reporting having received easy-to-understand explanations by their regular doctor,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,83,,
FRA,France,TIME10,2010,RHPEXCLA,Patients reporting having received easy-to-understand explanations by their regular doctor,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,90.8,,
FRA,France,TIME10,2010,RHPGOASK,Patients reporting having had the opportunity to ask questions or raise concerns to their regular doctor,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,77.1,,
FRA,France,TIME10,2010,RHPGOASK,Patients reporting having had the opportunity to ask questions or raise concerns to their regular doctor,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,86.4,,
FRA,France,TIME10,2010,RHPIPDEC,Patients reporting having been involved in decisions about care or treatment by their regular doctor,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,77.9,,
FRA,France,TIME10,2010,RHPIPDEC,Patients reporting having been involved in decisions about care or treatment by their regular doctor,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,87.1,,
FRA,France,TIME10,2010,COSKCOST,Consultation skipped due to costs,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,5.7,,
FRA,France,TIME10,2010,COSKCOST,Consultation skipped due to costs,F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,12.4,,
FRA,France,TIME10,2010,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,4.9,,
FRA,France,TIME10,2010,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,11.2,,
FRA,France,TIME10,2010,PMSKCOST,Prescribed medicines skipped due to costs,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,6,,
FRA,France,TIME10,2010,PMSKCOST,Prescribed medicines skipped due to costs,F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,12.8,,
FRA,France,TIME10,2010,RHPTIPAT,Patients reporting having spent enough time with their regular doctor during the consultation,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,81.8,,
FRA,France,TIME10,2010,RHPTIPAT,Patients reporting having spent enough time with their regular doctor during the consultation,F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,89.3,,
FRA,France,TIME10,2010,RHPEXCLA,Patients reporting having received easy-to-understand explanations by their regular doctor,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,87.9,,
FRA,France,TIME10,2010,RHPEXCLA,Patients reporting having received easy-to-understand explanations by their regular doctor,F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,94.2,,
FRA,France,TIME10,2010,RHPGOASK,Patients reporting having had the opportunity to ask questions or raise concerns to their regular doctor,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,79.5,,
FRA,France,TIME10,2010,RHPGOASK,Patients reporting having had the opportunity to ask questions or raise concerns to their regular doctor,F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,88.1,,
FRA,France,TIME10,2010,RHPIPDEC,Patients reporting having been involved in decisions about care or treatment by their regular doctor,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,79,,
