COU,Country,PER,Periods,IND,Indicator,GEN,Gender,AGE,Age Group,VAL,Value,Value,Flag Codes,Flags
AUS,Australia,PERC09,2005-2009,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,65.7,,
AUS,Australia,PERC09,2005-2009,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,69.3,,
AUS,Australia,PERC14,2010-2014,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),66.4,,
AUS,Australia,PERC14,2010-2014,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,64.5,,
AUS,Australia,PERC14,2010-2014,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,68.2,,
AUS,Australia,PERC04,2000-2004,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),63.7,,
AUS,Australia,PERC04,2000-2004,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,63.2,,
AUS,Australia,PERC04,2000-2004,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,64.3,,
AUS,Australia,PERC09,2005-2009,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),68.1,,
AUS,Australia,PERC09,2005-2009,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,67.6,,
AUS,Australia,PERC09,2005-2009,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,68.6,,
AUS,Australia,PERC14,2010-2014,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),70.6,,
AUS,Australia,PERC14,2010-2014,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,70.1,,
AUS,Australia,PERC14,2010-2014,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,71.1,,
AUS,Australia,PERC04,2000-2004,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),64.4,,
AUS,Australia,PERC04,2000-2004,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,63.6,,
AUS,Australia,PERC04,2000-2004,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,65.2,,
AUS,Australia,PERC09,2005-2009,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),68.6,,
AUS,Australia,PERC09,2005-2009,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,67.8,,
AUS,Australia,PERC09,2005-2009,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,69.4,,
AUS,Australia,PERC14,2010-2014,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),71,,
AUS,Australia,PERC14,2010-2014,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,70.2,,
AUS,Australia,PERC14,2010-2014,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,71.9,,
AUT,Austria,PERC04,2000-2004,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),81.7,,
AUT,Austria,PERC04,2000-2004,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,80.9,,
AUT,Austria,PERC04,2000-2004,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,82.4,,
AUT,Austria,PERC09,2005-2009,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),83.9,,
AUT,Austria,PERC09,2005-2009,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,83.2,,
AUT,Austria,PERC09,2005-2009,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,84.6,,
AUT,Austria,PERC14,2010-2014,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),84.8,,
AUT,Austria,PERC14,2010-2014,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,84.1,,
AUT,Austria,PERC14,2010-2014,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,85.5,,
AUT,Austria,PERC04,2000-2004,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),65.4,,
AUT,Austria,PERC04,2000-2004,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,63.4,,
AUT,Austria,PERC04,2000-2004,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,67.4,,
AUT,Austria,PERC09,2005-2009,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),66,,
AUT,Austria,PERC09,2005-2009,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,63.7,,
AUT,Austria,PERC09,2005-2009,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,68.2,,
AUT,Austria,PERC14,2010-2014,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),63.9,,
AUT,Austria,PERC14,2010-2014,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,61.6,,
AUT,Austria,PERC14,2010-2014,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,66.2,,
AUT,Austria,PERC04,2000-2004,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),60.7,,
AUT,Austria,PERC04,2000-2004,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,59.7,,
AUT,Austria,PERC04,2000-2004,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,61.7,,
AUT,Austria,PERC09,2005-2009,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),63.5,,
AUT,Austria,PERC09,2005-2009,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,62.5,,
AUT,Austria,PERC09,2005-2009,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,64.4,,
AUT,Austria,PERC14,2010-2014,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),63.7,,
AUT,Austria,PERC14,2010-2014,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,62.7,,
AUT,Austria,PERC14,2010-2014,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,64.6,,
AUT,Austria,PERC04,2000-2004,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),60.3,,
AUT,Austria,PERC04,2000-2004,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,59,,
AUT,Austria,PERC04,2000-2004,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,61.6,,
AUT,Austria,PERC09,2005-2009,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),63.5,,
AUT,Austria,PERC09,2005-2009,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,62.2,,
AUT,Austria,PERC09,2005-2009,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,64.8,,
AUT,Austria,PERC14,2010-2014,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),64.2,,
AUT,Austria,PERC14,2010-2014,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,62.9,,
AUT,Austria,PERC14,2010-2014,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,65.5,,
BEL,Belgium,PERC04,2000-2004,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),84.8,,
BEL,Belgium,PERC04,2000-2004,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,83.5,,
BEL,Belgium,PERC04,2000-2004,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,86,,
BEL,Belgium,PERC09,2005-2009,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),85.3,,
BEL,Belgium,PERC09,2005-2009,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,84.7,,
BEL,Belgium,PERC09,2005-2009,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,85.8,,
BEL,Belgium,PERC14,2010-2014,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),86.4,,
BEL,Belgium,PERC14,2010-2014,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,85.9,,
BEL,Belgium,PERC14,2010-2014,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,86.9,,
BEL,Belgium,PERC04,2000-2004,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),65.1,,
BEL,Belgium,PERC04,2000-2004,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,61.1,,
BEL,Belgium,PERC04,2000-2004,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,69,,
BEL,Belgium,PERC09,2005-2009,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),65.7,,
BEL,Belgium,PERC09,2005-2009,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,63.8,,
BEL,Belgium,PERC09,2005-2009,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,67.6,,
BEL,Belgium,PERC14,2010-2014,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),65.4,,
BEL,Belgium,PERC14,2010-2014,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,63.5,,
BEL,Belgium,PERC14,2010-2014,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,67.2,,
BEL,Belgium,PERC04,2000-2004,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),64.2,,
BEL,Belgium,PERC04,2000-2004,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,62.6,,
BEL,Belgium,PERC04,2000-2004,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,65.9,,
BEL,Belgium,PERC09,2005-2009,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),64.9,,
BEL,Belgium,PERC09,2005-2009,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,64.2,,
BEL,Belgium,PERC09,2005-2009,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,65.6,,
BEL,Belgium,PERC14,2010-2014,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),67.8,,
BEL,Belgium,PERC14,2010-2014,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,67.1,,
BEL,Belgium,PERC14,2010-2014,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,68.5,,
BEL,Belgium,PERC04,2000-2004,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),62.9,,
BEL,Belgium,PERC04,2000-2004,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,60.4,,
BEL,Belgium,PERC04,2000-2004,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,65.4,,
BEL,Belgium,PERC09,2005-2009,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),65.3,,
BEL,Belgium,PERC09,2005-2009,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,64.3,,
BEL,Belgium,PERC09,2005-2009,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,66.4,,
BEL,Belgium,PERC14,2010-2014,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),66.6,,
BEL,Belgium,PERC14,2010-2014,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,65.6,,
BEL,Belgium,PERC14,2010-2014,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,67.6,,
CAN,Canada,PERC04,2000-2004,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),85.8,,
CAN,Canada,PERC04,2000-2004,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,85.4,,
CAN,Canada,PERC04,2000-2004,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,86.3,,
CAN,Canada,PERC09,2005-2009,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),87.5,,
CAN,Canada,PERC09,2005-2009,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,87.1,,
CAN,Canada,PERC09,2005-2009,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,87.9,,
CAN,Canada,PERC14,2010-2014,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),88.2,,
CAN,Canada,PERC14,2010-2014,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,87.8,,
CAN,Canada,PERC14,2010-2014,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,88.5,,
CAN,Canada,PERC04,2000-2004,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),67.9,,
CAN,Canada,PERC04,2000-2004,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,66.3,,
CAN,Canada,PERC04,2000-2004,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,69.4,,
CAN,Canada,PERC09,2005-2009,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),66.9,,
CAN,Canada,PERC09,2005-2009,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,65.3,,
CAN,Canada,PERC09,2005-2009,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,68.4,,
CAN,Canada,PERC14,2010-2014,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),66.6,,
CAN,Canada,PERC14,2010-2014,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,65.1,,
CAN,Canada,PERC14,2010-2014,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,68.1,,
CAN,Canada,PERC04,2000-2004,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),61.5,,
CAN,Canada,PERC04,2000-2004,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,61,,
CAN,Canada,PERC04,2000-2004,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,62,,
CAN,Canada,PERC09,2005-2009,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),65.6,,
CAN,Canada,PERC09,2005-2009,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,65.1,,
CAN,Canada,PERC09,2005-2009,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,66.1,,
CAN,Canada,PERC14,2010-2014,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),66.9,,
CAN,Canada,PERC14,2010-2014,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,66.5,,
CAN,Canada,PERC14,2010-2014,CCCLNTSR,Colon cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,67.4,,
CAN,Canada,PERC04,2000-2004,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),61.8,,
CAN,Canada,PERC04,2000-2004,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,61,,
CAN,Canada,PERC04,2000-2004,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,62.7,,
CAN,Canada,PERC09,2005-2009,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),65.4,,
CAN,Canada,PERC09,2005-2009,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,64.6,,
CAN,Canada,PERC09,2005-2009,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,66.2,,
CAN,Canada,PERC14,2010-2014,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),66.6,,
CAN,Canada,PERC14,2010-2014,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,65.9,,
CAN,Canada,PERC14,2010-2014,CCRTNTSR,Rectal cancer five year net survival ,T,Total,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,67.4,,
CZE,Czech Republic,PERC04,2000-2004,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),75.7,,
CZE,Czech Republic,PERC04,2000-2004,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,74.8,,
CZE,Czech Republic,PERC04,2000-2004,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,76.5,,
CZE,Czech Republic,PERC09,2005-2009,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),79.1,,
CZE,Czech Republic,PERC09,2005-2009,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,78.4,,
CZE,Czech Republic,PERC09,2005-2009,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,79.9,,
CZE,Czech Republic,PERC14,2010-2014,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),81.4,,
CZE,Czech Republic,PERC14,2010-2014,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,80.7,,
CZE,Czech Republic,PERC14,2010-2014,CCBRNTSR,Breast cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,82.1,,
CZE,Czech Republic,PERC04,2000-2004,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),60.4,,
CZE,Czech Republic,PERC04,2000-2004,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,58.9,,
CZE,Czech Republic,PERC04,2000-2004,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,61.9,,
CZE,Czech Republic,PERC09,2005-2009,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),62.7,,
CZE,Czech Republic,PERC09,2005-2009,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,LOW_CI,Lower confidence interval,61.2,,
CZE,Czech Republic,PERC09,2005-2009,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,UP_CI,Upper confidence interval,64.1,,
CZE,Czech Republic,PERC14,2010-2014,CCCVNTSR,Cervical cancer five year net survival ,F,Female,TOTAL_15,15 years old and over,ASTD_SURVIVAL,Age-standardised survival (%),61,,
