VAR,Variable,UNIT,Measure,COU,Country,YEA,Year,Value,Flag Codes,Flags
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUS,Australia,2001,2001,73,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUS,Australia,2002,2002,73,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUS,Australia,2003,2003,73,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUS,Australia,2004,2004,75,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUS,Australia,2005,2005,86,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUS,Australia,2006,2006,100,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUS,Australia,2007,2007,108,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUS,Australia,2008,2008,120,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUS,Australia,2009,2009,124,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUS,Australia,2010,2010,125,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUS,Australia,2011,2011,125,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUS,Australia,2012,2012,125,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUS,Australia,2013,2013,320,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUS,Australia,2014,2014,344,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUS,Australia,2015,2015,345,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUS,Australia,2016,2016,346,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUS,Australia,2017,2017,369,,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,AUS,Australia,2008,2008,15,,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,AUS,Australia,2009,2009,24,,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,AUS,Australia,2010,2010,31,,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,AUS,Australia,2011,2011,32,,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,AUS,Australia,2012,2012,42,,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,AUS,Australia,2013,2013,47,,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,AUS,Australia,2014,2014,56,,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,AUS,Australia,2015,2015,63,,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,AUS,Australia,2016,2016,74,,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,AUS,Australia,2017,2017,81,,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,AUS,Australia,2008,2008,419,,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,AUS,Australia,2009,2009,441,,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,AUS,Australia,2010,2010,455,,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,AUS,Australia,2011,2011,452,,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,AUS,Australia,2012,2012,456,,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,AUS,Australia,2013,2013,462,,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,AUS,Australia,2014,2014,460,,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,AUS,Australia,2015,2015,462,,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,AUS,Australia,2016,2016,465,,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,AUS,Australia,2017,2017,464,,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,AUS,Australia,2005,2005,511,,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,AUS,Australia,2006,2006,506,,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,AUS,Australia,2007,2007,508,,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,AUS,Australia,2008,2008,500,,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,AUS,Australia,2009,2009,534,,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,AUS,Australia,2010,2010,533,,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,AUS,Australia,2011,2011,520,,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,AUS,Australia,2012,2012,517,,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,AUS,Australia,2013,2013,521,,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,AUS,Australia,2014,2014,540,,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,AUS,Australia,2015,2015,547,,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,AUS,Australia,2016,2016,562,,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,AUS,Australia,2017,2017,571,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUS,Australia,2000,2000,99,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUS,Australia,2001,2001,99,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUS,Australia,2002,2002,107,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUS,Australia,2005,2005,123,B,Break
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUS,Australia,2006,2006,127,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUS,Australia,2008,2008,168,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUS,Australia,2009,2009,193,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUS,Australia,2010,2010,205,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUS,Australia,2011,2011,205,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUS,Australia,2012,2012,221,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUS,Australia,2013,2013,234,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUS,Australia,2014,2014,248,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUS,Australia,2015,2015,258,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUS,Australia,2016,2016,259,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUS,Australia,2017,2017,256,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,AUT,Austria,2000,2000,209,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,AUT,Austria,2001,2001,214,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,AUT,Austria,2002,2002,219,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,AUT,Austria,2003,2003,221,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,AUT,Austria,2004,2004,239,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,AUT,Austria,2005,2005,244,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,AUT,Austria,2006,2006,247,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,AUT,Austria,2007,2007,249,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,AUT,Austria,2008,2008,247,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,AUT,Austria,2009,2009,245,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,AUT,Austria,2010,2010,250,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,AUT,Austria,2011,2011,248,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,AUT,Austria,2012,2012,251,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,AUT,Austria,2013,2013,251,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,AUT,Austria,2014,2014,251,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,AUT,Austria,2015,2015,250,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,AUT,Austria,2016,2016,254,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUT,Austria,2000,2000,88,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUT,Austria,2001,2001,94,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUT,Austria,2002,2002,108,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUT,Austria,2003,2003,110,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUT,Austria,2004,2004,130,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUT,Austria,2005,2005,133,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUT,Austria,2006,2006,139,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUT,Austria,2007,2007,147,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUT,Austria,2008,2008,150,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUT,Austria,2009,2009,154,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUT,Austria,2010,2010,156,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUT,Austria,2011,2011,157,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUT,Austria,2012,2012,161,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUT,Austria,2013,2013,163,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUT,Austria,2014,2014,168,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUT,Austria,2015,2015,179,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,AUT,Austria,2016,2016,196,,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,AUT,Austria,2000,2000,9,,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,AUT,Austria,2001,2001,11,,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,AUT,Austria,2002,2002,12,,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,AUT,Austria,2003,2003,13,,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,AUT,Austria,2004,2004,14,,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,AUT,Austria,2005,2005,16,,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,AUT,Austria,2006,2006,16,,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,AUT,Austria,2007,2007,16,,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,AUT,Austria,2008,2008,17,,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,AUT,Austria,2009,2009,17,,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,AUT,Austria,2010,2010,16,,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,AUT,Austria,2011,2011,17,,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,AUT,Austria,2012,2012,17,,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,AUT,Austria,2013,2013,18,,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,AUT,Austria,2014,2014,19,,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,AUT,Austria,2015,2015,20,,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,AUT,Austria,2016,2016,23,,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,AUT,Austria,2000,2000,103,,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,AUT,Austria,2001,2001,105,,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,AUT,Austria,2002,2002,107,,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,AUT,Austria,2003,2003,107,,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,AUT,Austria,2004,2004,108,,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,AUT,Austria,2005,2005,109,,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,AUT,Austria,2006,2006,102,,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,AUT,Austria,2007,2007,96,,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,AUT,Austria,2008,2008,101,,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,AUT,Austria,2009,2009,101,,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,AUT,Austria,2010,2010,102,,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,AUT,Austria,2011,2011,100,,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,AUT,Austria,2012,2012,102,,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,AUT,Austria,2013,2013,100,,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,AUT,Austria,2014,2014,99,,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,AUT,Austria,2015,2015,98,,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,AUT,Austria,2016,2016,93,,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,AUT,Austria,2013,2013,189,,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,AUT,Austria,2014,2014,201,,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,AUT,Austria,2015,2015,202,,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,AUT,Austria,2016,2016,199,,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,AUT,Austria,2013,2013,26,,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,AUT,Austria,2014,2014,24,,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,AUT,Austria,2015,2015,22,,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,AUT,Austria,2016,2016,21,,
IPINMAMA,"Mammographs, in ambulatory sector",NOMBRENB,Number,AUT,Austria,2013,2013,163,,
IPINMAMA,"Mammographs, in ambulatory sector",NOMBRENB,Number,AUT,Austria,2014,2014,177,,
IPINMAMA,"Mammographs, in ambulatory sector",NOMBRENB,Number,AUT,Austria,2015,2015,180,,
IPINMAMA,"Mammographs, in ambulatory sector",NOMBRENB,Number,AUT,Austria,2016,2016,178,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUT,Austria,2000,2000,34,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUT,Austria,2001,2001,36,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUT,Austria,2002,2002,36,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUT,Austria,2003,2003,36,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUT,Austria,2004,2004,37,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUT,Austria,2005,2005,38,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUT,Austria,2006,2006,40,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUT,Austria,2007,2007,40,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUT,Austria,2008,2008,42,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUT,Austria,2009,2009,42,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUT,Austria,2010,2010,43,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUT,Austria,2011,2011,40,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUT,Austria,2012,2012,41,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUT,Austria,2013,2013,42,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUT,Austria,2014,2014,42,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUT,Austria,2015,2015,42,,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,AUT,Austria,2016,2016,43,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,AUT,Austria,2000,2000,34,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,AUT,Austria,2001,2001,36,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,AUT,Austria,2002,2002,36,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,AUT,Austria,2003,2003,36,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,AUT,Austria,2004,2004,37,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,AUT,Austria,2005,2005,38,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,AUT,Austria,2006,2006,40,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,AUT,Austria,2007,2007,40,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,AUT,Austria,2008,2008,42,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,AUT,Austria,2009,2009,42,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,AUT,Austria,2010,2010,43,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,AUT,Austria,2011,2011,40,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,AUT,Austria,2012,2012,41,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,AUT,Austria,2013,2013,42,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,AUT,Austria,2014,2014,42,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,AUT,Austria,2015,2015,42,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,AUT,Austria,2016,2016,42,,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,AUT,Austria,2000,2000,0,,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,AUT,Austria,2001,2001,0,,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,AUT,Austria,2002,2002,0,,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,AUT,Austria,2003,2003,0,,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,AUT,Austria,2004,2004,0,,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,AUT,Austria,2005,2005,0,,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,AUT,Austria,2006,2006,0,,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,AUT,Austria,2007,2007,0,,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,AUT,Austria,2008,2008,0,,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,AUT,Austria,2009,2009,0,,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,AUT,Austria,2010,2010,0,,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,AUT,Austria,2011,2011,0,,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,AUT,Austria,2012,2012,0,,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,AUT,Austria,2013,2013,0,,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,AUT,Austria,2014,2014,0,,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,AUT,Austria,2015,2015,0,,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,AUT,Austria,2016,2016,1,D,Difference in methodology
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,BEL,Belgium,2002,2002,212,,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,BEL,Belgium,2003,2003,223,,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,BEL,Belgium,2004,2004,222,,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,BEL,Belgium,2005,2005,216,,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,BEL,Belgium,2006,2006,205,,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,BEL,Belgium,2007,2007,208,,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,BEL,Belgium,2008,2008,209,,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,BEL,Belgium,2009,2009,206,,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,BEL,Belgium,2010,2010,205,,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,BEL,Belgium,2011,2011,203,,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,BEL,Belgium,2012,2012,199,,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,BEL,Belgium,2013,2013,195,,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,BEL,Belgium,2014,2014,195,,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,BEL,Belgium,2015,2015,195,,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,BEL,Belgium,2016,2016,199,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,BEL,Belgium,2000,2000,128,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,BEL,Belgium,2001,2001,135,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,BEL,Belgium,2002,2002,131,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,BEL,Belgium,2003,2003,131,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,BEL,Belgium,2004,2004,133,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,BEL,Belgium,2005,2005,134,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,BEL,Belgium,2006,2006,135,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,BEL,Belgium,2007,2007,150,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,BEL,Belgium,2008,2008,157,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,BEL,Belgium,2009,2009,156,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,BEL,Belgium,2010,2010,165,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,BEL,Belgium,2011,2011,169,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,BEL,Belgium,2012,2012,167,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,BEL,Belgium,2013,2013,188,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,BEL,Belgium,2014,2014,204,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,BEL,Belgium,2015,2015,204,,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,BEL,Belgium,2016,2016,201,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,CAN,Canada,2001,2001,303,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,CAN,Canada,2003,2003,325,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,CAN,Canada,2004,2004,341,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,CAN,Canada,2005,2005,373,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,CAN,Canada,2006,2006,392,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,CAN,Canada,2007,2007,419,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,CAN,Canada,2009,2009,464,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,CAN,Canada,2010,2010,484,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,CAN,Canada,2011,2011,502,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,CAN,Canada,2012,2012,510,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,CAN,Canada,2013,2013,518,E,Estimated value
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,CAN,Canada,2015,2015,538,,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,CAN,Canada,2017,2017,561,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,CAN,Canada,2000,2000,76,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,CAN,Canada,2001,2001,130,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,CAN,Canada,2003,2003,149,,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,CAN,Canada,2004,2004,157,,
