HF,Financing scheme,HC,Function,HP,Provider,MEASURE,Measure,LOCATION,Country,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",CZE,Czech Republic,2011,2011,USD,US Dollar,0,Units,2010,2010,52.317,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",CZE,Czech Republic,2012,2012,USD,US Dollar,0,Units,2010,2010,53.496,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",CZE,Czech Republic,2013,2013,USD,US Dollar,0,Units,2010,2010,51.076,B,Break
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",CZE,Czech Republic,2014,2014,USD,US Dollar,0,Units,2010,2010,51.786,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",CZE,Czech Republic,2015,2015,USD,US Dollar,0,Units,2010,2010,52.799,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",CZE,Czech Republic,2016,2016,USD,US Dollar,0,Units,2010,2010,53.223,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",FRA,France,2003,2003,USD,US Dollar,0,Units,2010,2010,1060.504,B,Break
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",FRA,France,2004,2004,USD,US Dollar,0,Units,2010,2010,1094.137,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",FRA,France,2005,2005,USD,US Dollar,0,Units,2010,2010,1110.707,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",FRA,France,2006,2006,USD,US Dollar,0,Units,2010,2010,1136.29,B,Break
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",FRA,France,2007,2007,USD,US Dollar,0,Units,2010,2010,1139.718,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",FRA,France,2008,2008,USD,US Dollar,0,Units,2010,2010,1152.158,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",FRA,France,2009,2009,USD,US Dollar,0,Units,2010,2010,1192.883,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",FRA,France,2010,2010,USD,US Dollar,0,Units,2010,2010,1207.794,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",FRA,France,2011,2011,USD,US Dollar,0,Units,2010,2010,1224.538,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",FRA,France,2012,2012,USD,US Dollar,0,Units,2010,2010,1238.66,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",FRA,France,2013,2013,USD,US Dollar,0,Units,2010,2010,1260.36,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",FRA,France,2014,2014,USD,US Dollar,0,Units,2010,2010,1284.364,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",FRA,France,2015,2015,USD,US Dollar,0,Units,2010,2010,1282.514,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",FRA,France,2016,2016,USD,US Dollar,0,Units,2010,2010,1300.566,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",CZE,Czech Republic,2007,2007,USD,US Dollar,0,Units,2010,2010,2.176,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",CZE,Czech Republic,2008,2008,USD,US Dollar,0,Units,2010,2010,2.592,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",CZE,Czech Republic,2009,2009,USD,US Dollar,0,Units,2010,2010,2.641,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",CZE,Czech Republic,2010,2010,USD,US Dollar,0,Units,2010,2010,2.377,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",CZE,Czech Republic,2011,2011,USD,US Dollar,0,Units,2010,2010,2.611,,
